Accession	Name	No_orfs	Coverage	Abundance	Description
COG1410	MetH	1	0.624703	0.00038	Methionine synthase I, cobalamin-binding domain
COG1418	COG1418	2	1.409909	0.000859	Predicted HD superfamily hydrolase
COG1420	HrcA	1	0.973988	0.000593	Transcriptional regulator of heat shock gene
COG1426	COG1426	2	0.507042	0.000309	Predicted transcriptional regulator contains Xre-like HTH domain
COG1434	COG1434	1	0.636771	0.000388	Uncharacterized conserved protein
COG1435	Tdk	1	0.985074	0.0006	Thymidine kinase
COG1436	NtpG	1	0.884615	0.000539	Archaeal/vacuolar-type H+-ATPase subunit F
COG1440	CelA	12	10.745098	0.006549	Phosphotransferase system cellobiose-specific component IIB
COG1443	Idi	1	0.783783	0.000477	Isopentenyldiphosphate isomerase
COG1445	FrwB	2	1.868852	0.001139	Phosphotransferase system fructose-specific component IIB
COG1446	COG1446	1	0.928338	0.000565	Asparaginase
COG1447	CelC	3	2.923809	0.001782	Phosphotransferase system cellobiose-specific component IIA
COG1448	TyrB	1	0.962121	0.000586	Aspartate/tyrosine/aromatic aminotransferase
COG1451	COG1451	1	0.89686	0.000546	Predicted metal-dependent hydrolase
COG1453	COG1453	6	3.608695	0.002199	Predicted oxidoreductases of the aldo/keto reductase family
COG1454	EutG	4	3.992042	0.002433	Alcohol dehydrogenase, class IV
COG1455	CelB	12	11.719907	0.007143	Phosphotransferase system cellobiose-specific component IIC
COG1459	PulF	5	1.516372	0.000924	Type II secretory pathway, component PulF
COG1461	COG1461	1	0.998154	0.000608	Predicted kinase related to dihydroxyacetone kinase
COG1464	NlpA	1	1	0.000609	ABC-type metal ion transport system, periplasmic component/surface antigen
COG1466	HolA	1	0.934131	0.000569	DNA polymerase III, delta subunit
COG1473	AbgB	2	1.142857	0.000696	Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1475	Spo0J	3	2.733333	0.001666	Stage 0 sporulation protein J (antagonist of Soj) containing ParB-like nuclease domain
COG1476	COG1476	5	4.117647	0.002509	Predicted transcriptional regulators
COG1477	ApbE	1	0.985163	0.0006	Membrane-associated lipoprotein involved in thiamine biosynthesis
COG1481	COG1481	1	0.980519	0.000597	Uncharacterized protein conserved in bacteria
COG1482	ManA	1	0.964743	0.000588	Phosphomannose isomerase
COG1484	DnaC	2	0.885826	0.000539	DNA replication protein
COG1488	PncB	1	0.995061	0.000606	Nicotinic acid phosphoribosyltransferase
COG1490	Dtd	2	1.993103	0.001214	D-Tyr-tRNAtyr deacylase
COG1493	HprK	1	1	0.000609	Serine kinase of the HPr protein, regulates carbohydrate metabolism
COG1496	yfiH	1	0.983935	0.000599	Multicopper polyphenol oxidase (laccase)
COG1502	Cls	1	1	0.000609	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes
COG1506	DAP2	1	0.395161	0.00024	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases
COG1508	RpoN	1	1	0.000609	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog
COG1511	COG1511	2	1.191025	0.000725	Predicted membrane protein
COG1518	COG1518	1	0.770642	0.000469	CRISPR-associated protein Cas1
COG1521	COG1521	1	0.988047	0.000602	Pantothenate kinase type III (Bvg accessory factor family protein)
COG1522	Lrp	2	1.876623	0.001143	Transcriptional regulators
COG1527	NtpC	1	0.956647	0.000583	Archaeal/vacuolar-type H+-ATPase subunit C
COG1529	CoxL	1	0.990424	0.000603	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs
COG1533	SplB	1	0.693602	0.000422	DNA repair photolyase
COG1534	COG1534	1	0.917525	0.000559	Predicted RNA-binding protein containing KH domain, possibly ribosomal protein
COG1544	COG1544	1	0.936363	0.00057	Ribosome-associated protein Y (PSrp-1)
COG1546	CinA	1	0.882716	0.000538	Uncharacterized protein (competence- and mitomycin-induced)
COG1555	ComEA	2	1.362416	0.00083	DNA uptake protein and related DNA-binding proteins
COG1559	COG1559	1	0.976608	0.000595	Aminodeoxychorismate lyase
COG1564	THI80	1	0.872641	0.000531	Thiamine pyrophosphokinase
COG1570	XseA	1	0.98409	0.000599	Exonuclease VII, large subunit
COG1576	COG1576	1	1	0.000609	Uncharacterized conserved protein
COG1585	COG1585	1	0.985714	0.0006	Membrane protein implicated in regulation of membrane protease activity
COG1589	FtsQ	1	0.620817	0.000378	Cell division septal protein
COG1592	COG1592	3	1.915662	0.001167	Rubrerythrin
COG1595	RpoE	5	4.48901	0.002736	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog
COG1597	LCB5	2	1.747508	0.001065	Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase
COG1598	COG1598	1	0.821917	0.0005	Predicted nuclease of the RNAse H fold, HicB family
COG1605	PheA	1	0.891089	0.000543	Chorismate mutase
COG1606	COG1606	1	0.947955	0.000577	ATP-utilizing enzymes of the PP-loop superfamily
COG1609	PurR	6	3.798798	0.002315	Transcriptional regulators
COG1611	COG1611	1	0.87317	0.000532	Predicted Rossmann fold nucleotide-binding protein
COG1619	LdcA	1	0.990415	0.000603	Uncharacterized proteins, homologs of microcin C7 resistance protein MccF
COG1620	LldP	1	0.992337	0.000604	L-lactate permease
COG1621	SacC	2	0.946502	0.000576	Beta-fructosidases (levanase/invertase)
COG1624	COG1624	1	0.955465	0.000582	Uncharacterized conserved protein
COG1636	COG1636	1	0.931372	0.000567	Uncharacterized protein conserved in bacteria
COG1640	MalQ	1	0.936538	0.00057	4-alpha-glucanotransferase
COG1641	COG1641	2	0.943152	0.000574	Uncharacterized conserved protein
COG1653	UgpB	1	0.907621	0.000553	ABC-type sugar transport system, periplasmic component
COG1658	COG1658	1	0.952755	0.00058	Small primase-like proteins (Toprim domain)
COG1660	COG1660	1	0.98951	0.000603	Predicted P-loop-containing kinase
COG1661	COG1661	1	0.978723	0.000596	Predicted DNA-binding protein with PD1-like DNA-binding motif
COG1670	RimL	2	1.770053	0.001078	Acetyltransferases, including N-acetylases of ribosomal proteins
COG1671	COG1671	1	0.98	0.000597	Uncharacterized protein conserved in bacteria
COG1674	FtsK	2	0.62937	0.000383	DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1682	TagG	2	1.939163	0.001181	ABC-type polysaccharide/polyol phosphate export systems, permease component
COG1683	COG1683	1	0.974358	0.000593	Uncharacterized conserved protein
COG1686	DacC	5	3.550128	0.002163	D-alanyl-D-alanine carboxypeptidase
COG1687	AzlD	1	0.981132	0.000598	Predicted branched-chain amino acid permeases (azaleucine resistance)
COG1691	COG1691	1	0.952755	0.00058	NCAIR mutase (PurE)-related proteins
COG1692	COG1692	1	0.984962	0.0006	Calcineurin-like phosphoesterase
COG1694	MazG	1	0.941176	0.000573	Predicted pyrophosphatase
COG1695	COG1695	3	2.07971	0.001267	Predicted transcriptional regulators
COG1702	PhoH	2	1.772988	0.00108	Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1713	COG1713	2	1.834224	0.001118	Predicted HD superfamily hydrolase involved in NAD metabolism
COG1722	XseB	1	0.91358	0.000556	Exonuclease VII small subunit
COG1725	COG1725	2	1.952	0.001189	Predicted transcriptional regulators
COG1737	RpiR	20	14.750889	0.008991	Transcriptional regulators
COG1739	COG1739	1	0.980295	0.000597	Uncharacterized conserved protein
COG1744	Med	1	0.93913	0.000572	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein
COG1752	RssA	2	1.20915	0.000737	Predicted esterase of the alpha-beta hydrolase superfamily
COG1757	NhaC	1	0.987628	0.000601	Na+/H+ antiporter
COG1760	SdaA	1	0.984732	0.0006	L-serine deaminase
COG1762	PtsN	6	5.256578	0.003204	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1773	COG1773	1	0.890909	0.000543	Rubredoxin
COG1774	COG1774	1	0.916981	0.000558	Uncharacterized homolog of PSP1
COG1780	NrdI	1	0.886524	0.00054	Protein involved in ribonucleotide reduction
COG1783	XtmB	1	0.961352	0.000585	Phage terminase large subunit
COG1787	COG1787	1	0.368663	0.000224	Predicted endonuclease distantly related to archaeal Holliday junction resolvase and Mrr-like restriction enzymes
COG1792	MreC	1	0.901408	0.000549	Cell shape-determining protein
COG1799	COG1799	1	0.940119	0.000573	Uncharacterized protein conserved in bacteria
COG1802	GntR	1	0.960869	0.000585	Transcriptional regulators
COG1811	COG1811	2	1.929824	0.001176	Uncharacterized membrane protein, possible Na+ channel or pump
COG1820	NagA	1	0.939473	0.000572	N-acetylglucosamine-6-phosphate deacetylase
COG1827	COG1827	1	0.994047	0.000605	Predicted small molecule binding protein (contains 3H domain)
COG1835	COG1835	1	0.914507	0.000557	Predicted acyltransferases
COG1837	COG1837	2	1.960526	0.001194	Predicted RNA-binding protein (contains KH domain)
COG1838	FumA	1	0.967391	0.000589	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain
COG1841	RpmD	1	1	0.000609	Ribosomal protein L30/L7E
COG1842	PspA	1	0.986666	0.000601	Phage shock protein A (IM30), suppresses sigma54-dependent transcription
COG1846	MarR	10	8.515873	0.00519	Transcriptional regulators
COG1847	Jag	1	1	0.000609	Predicted RNA-binding protein
COG1853	COG1853	4	3.448863	0.002102	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family
COG1854	LuxS	1	0.993788	0.000605	LuxS protein involved in autoinducer AI2 synthesis
COG1866	PckA	1	0.984877	0.0006	Phosphoenolpyruvate carboxykinase (ATP)
COG1873	COG1873	1	0.873563	0.000532	Protein implicated in RNA metabolism, contains PRC-barrel domain
COG1876	VanY	3	2.410788	0.001469	D-alanyl-D-alanine carboxypeptidase
COG1879	RbsB	1	0.885093	0.000539	ABC-type sugar transport system, periplasmic component
COG1882	PflD	3	2.972185	0.001811	Pyruvate-formate lyase
COG1887	TagB	3	2.956185	0.001801	Putative glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC
COG1893	ApbA	1	0.993485	0.000605	Ketopantoate reductase
COG1896	COG1896	1	0.803108	0.000489	Predicted hydrolases of HD superfamily
COG1897	MetA	1	0.98697	0.000601	Homoserine trans-succinylase
COG1898	RfbC	1	0.994219	0.000606	dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes
COG1902	NemA	6	5.308539	0.003235	NADH:flavin oxidoreductases, Old Yellow Enzyme family
COG1917	COG1917	3	1.541984	0.000939	Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG1918	FeoA	3	2.893333	0.001763	Fe2+ transport system protein A
COG1924	COG1924	2	1.633838	0.000995	Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain)
COG1925	FruB	3	2.988636	0.001821	Phosphotransferase system, HPr-related proteins
COG1929	COG1929	1	1	0.000609	Glycerate kinase
COG1930	CbiN	1	0.979381	0.000596	ABC-type cobalt transport system, periplasmic component
COG1936	COG1936	1	0.85	0.000518	Predicted nucleotide kinase (related to CMP and AMP kinases)
COG1937	COG1937	1	0.966292	0.000588	Uncharacterized protein conserved in bacteria
COG1939	COG1939	1	0.90909	0.000554	Ribonuclease III family protein
COG1940	NagC	8	5.207006	0.003173	Transcriptional regulator/sugar kinase
COG1942	COG1942	1	0.565217	0.000344	Uncharacterized protein, 4-oxalocrotonate tautomerase homolog
COG1943	COG1943	2	1.492647	0.000909	Transposase and inactivated derivatives
COG1947	IspE	1	0.955017	0.000582	4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase
COG1948	MUS81	1	0.448818	0.000273	ERCC4-type nuclease
COG1951	TtdA	1	0.94276	0.000574	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain
COG1959	COG1959	3	2.34	0.001426	Predicted transcriptional regulator
COG1970	MscL	1	0.830769	0.000506	Large-conductance mechanosensitive channel
COG1971	COG1971	2	1.98421	0.001209	Predicted membrane protein
COG1974	LexA	2	1.592039	0.00097	SOS-response transcriptional repressors (RecA-mediated autopeptidases)
COG1975	XdhC	2	0.859712	0.000524	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family
COG1979	COG1979	1	0.992187	0.000604	Uncharacterized oxidoreductases, Fe-dependent alcohol dehydrogenase family
COG1983	PspC	1	0.942857	0.000574	Putative stress-responsive transcriptional regulator
COG1989	PulO	1	1	0.000609	Type II secretory pathway, prepilin signal peptidase PulO and related peptidases
COG2001	COG2001	1	1	0.000609	Uncharacterized protein conserved in bacteria
COG2003	RadC	1	0.950892	0.000579	DNA repair proteins
COG2005	ModE	1	0.807692	0.000492	N-terminal domain of molybdenum-binding protein
COG2008	GLY1	1	0.991228	0.000604	Threonine aldolase
COG2011	AbcD	1	0.95045	0.000579	ABC-type metal ion transport system, permease component
COG2013	COG2013	1	0.977973	0.000596	Uncharacterized conserved protein
COG2017	GalM	2	1.834415	0.001118	Galactose mutarotase and related enzymes
COG2033	COG2033	1	0.944444	0.000575	Desulfoferrodoxin
COG2039	Pcp	1	1	0.000609	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)
COG2059	ChrA	2	1.774358	0.001081	Chromate transport protein ChrA
COG2061	COG2061	1	0.441176	0.000268	ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase
COG2068	COG2068	1	0.462311	0.000281	Uncharacterized MobA-related protein
COG2070	COG2070	2	1.940476	0.001182	Dioxygenases related to 2-nitropropane dioxygenase
COG2080	CoxS	1	0.942307	0.000574	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs
COG2081	COG2081	1	0.987745	0.000602	Predicted flavoproteins
COG2093	COG2093	2	0.78125	0.000476	DNA-directed RNA polymerase, subunit E''
COG2103	COG2103	1	0.969798	0.000591	Predicted sugar phosphate isomerase
COG2110	COG2110	1	0.944134	0.000575	Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1
COG2116	FocA	1	0.962264	0.000586	Formate/nitrite family of transporters
COG2120	COG2120	1	0.518987	0.000316	Uncharacterized proteins, LmbE homologs
COG2131	ComEB	1	0.926829	0.000564	Deoxycytidylate deaminase
COG2137	OraA	2	1.166666	0.000711	Uncharacterized protein conserved in bacteria
COG2145	ThiM	1	0.996226	0.000607	Hydroxyethylthiazole kinase, sugar kinase family
COG2148	WcaJ	2	1.831858	0.001116	Sugar transferases involved in lipopolysaccharide synthesis
COG2153	ElaA	1	0.806451	0.000491	Predicted acyltransferase
COG2158	COG2158	1	0.678571	0.000413	Uncharacterized protein containing a Zn-finger-like domain
COG2159	COG2159	2	1.607508	0.000979	Predicted metal-dependent hydrolase of the TIM-barrel fold
COG2161	StbD	1	0.976744	0.000595	Antitoxin of toxin-antitoxin stability system
COG2171	DapD	1	1	0.000609	Tetrahydrodipicolinate N-succinyltransferase
COG2172	RsbW	1	0.99315	0.000605	Anti-sigma regulatory factor (Ser/Thr protein kinase)
COG2176	PolC	3	1.154432	0.000703	DNA polymerase III, alpha subunit (gram-positive type)
COG2177	FtsX	1	0.989898	0.000603	Cell division protein
COG2183	Tex	2	1.5	0.000914	Transcriptional accessory protein
COG2186	FadR	1	0.933609	0.000569	Transcriptional regulators
COG2188	PhnF	2	1.949152	0.001188	Transcriptional regulators
COG2190	NagE	1	0.967948	0.000589	Phosphotransferase system IIA components
COG2195	PepD	2	1.973429	0.001202	Di- and tripeptidases
COG2197	CitB	4	2.080568	0.001268	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain
COG2199	COG2199	6	4.535911	0.002764	c-di-GMP synthetase (diguanylate cyclase, GGDEF domain)
COG2200	Rtn	5	1.878906	0.001145	c-di-GMP phosphodiesterase class I (EAL domain)
COG2202	AtoS	2	1.413793	0.000861	FOG: PAS/PAC domain
COG2205	KdpD	1	0.521348	0.000317	Osmosensitive K+ channel histidine kinase
COG2206	COG2206	1	0.25	0.000152	c-di-GMP phosphodiesterase class II (HD-GYP domain)
COG2207	AraC	3	2.110236	0.001286	AraC-type DNA-binding domain-containing proteins
COG2208	RsbU	1	0.991825	0.000604	Serine phosphatase RsbU, regulator of sigma subunit
COG2211	MelB	2	0.282655	0.000172	Na+/melibiose symporter and related transporters
COG2217	ZntA	5	3.245441	0.001978	Cation transport ATPase
COG2220	COG2220	3	1.821705	0.00111	Predicted Zn-dependent hydrolases of the beta-lactamase fold
COG2221	DsrA	1	0.129337	7.8e-05	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits
COG2222	AgaS	2	1.817647	0.001107	Predicted phosphosugar isomerases
COG2226	UbiE	5	2.184873	0.001331	Methylase involved in ubiquinone/menaquinone biosynthesis
COG2233	UraA	1	0.946784	0.000577	Xanthine/uracil permeases
COG2239	MgtE	3	1.902439	0.001159	Mg/Co/Ni transporter MgtE (contains CBS domain)
COG2240	PdxK	1	0.911032	0.000555	Pyridoxal/pyridoxine/pyridoxamine kinase
COG2244	RfbX	2	1.795833	0.001094	Membrane protein involved in the export of O-antigen and teichoic acid
COG2246	COG2246	3	2.647482	0.001613	Predicted membrane protein
COG2249	MdaB	1	0.37037	0.000225	Putative NADPH-quinone reductase (modulator of drug activity B)
COG2252	COG2252	1	0.988532	0.000602	Xanthine/uracil/vitamin C permease
COG2255	RuvB	1	0.978915	0.000596	Holliday junction resolvasome, helicase subunit
COG2256	MGS1	2	1.353211	0.000824	ATPase related to the helicase subunit of the Holliday junction resolvase
COG2258	COG2258	1	0.680952	0.000415	Uncharacterized protein conserved in bacteria
COG2262	HflX	1	0.975669	0.000594	GTPases
COG2265	TrmA	3	2.833333	0.001726	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
COG2267	PldB	2	1.761744	0.001073	Lysophospholipase
COG2270	COG2270	2	0.703196	0.000428	Permeases of the major facilitator superfamily
COG2273	SKN1	2	1.332394	0.000812	Beta-glucanase/Beta-glucan synthetase
COG2274	SunT	2	1.35543	0.000826	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain
COG2302	COG2302	1	0.961089	0.000585	Uncharacterized conserved protein, contains S4-like domain
COG2309	AmpS	1	0.994805	0.000606	Leucyl aminopeptidase (aminopeptidase T)
COG2320	GrpB	1	0.881081	0.000537	Uncharacterized conserved protein
COG2323	COG2323	2	1.924107	0.001172	Predicted membrane protein
COG2327	WcaK	1	0.488311	0.000297	Polysaccharide pyruvyl transferase family protein
COG2333	ComEC	1	0.802047	0.000488	Predicted hydrolase (metallo-beta-lactamase superfamily)
COG2337	MazF	3	2.705357	0.001648	Growth inhibitor
COG2344	COG2344	1	0.976303	0.000595	AT-rich DNA-binding protein
COG2355	COG2355	1	0.996805	0.000607	Zn-dependent dipeptidase, microsomal dipeptidase homolog
COG2357	COG2357	2	1.593073	0.000971	PpGpp synthetase catalytic domain
COG2359	SpoVS	1	0.988505	0.000602	Stage V sporulation protein SpoVS
COG2364	COG2364	2	1.809523	0.001102	Predicted membrane protein
COG2365	COG2365	1	0.971887	0.000592	Protein tyrosine/serine phosphatase
COG2378	COG2378	1	0.527331	0.000321	Predicted transcriptional regulator
COG2384	COG2384	1	0.99115	0.000604	Predicted SAM-dependent methyltransferase
COG2385	SpoIID	1	0.662468	0.000403	Sporulation protein and related proteins
COG2409	COG2409	1	0.061899	3.7e-05	Predicted drug exporters of the RND superfamily
COG2426	COG2426	1	0.957746	0.000583	Predicted membrane protein
COG2501	COG2501	1	0.917808	0.000559	S4-like RNA binding protein
COG2502	AsnA	1	0.969696	0.000591	Asparagine synthetase A
COG2508	COG2508	1	0.415676	0.000253	Regulator of polyketide synthase expression
COG2509	COG2509	2	1.942386	0.001183	Uncharacterized FAD-dependent dehydrogenases
COG2510	COG2510	1	0.507142	0.000309	Predicted membrane protein
COG2606	EbsC	1	0.993548	0.000605	Uncharacterized conserved protein
COG2607	COG2607	1	0.811846	0.000494	Predicted ATPase (AAA+ superfamily)
COG2608	CopZ	2	1.788732	0.00109	Copper chaperone
COG2706	COG2706	2	1.786127	0.001088	3-carboxymuconate cyclase
COG2715	SpmA	1	0.786407	0.000479	Uncharacterized membrane protein, required for spore maturation in B.subtilis.
COG2720	COG2720	2	1.585106	0.000966	Uncharacterized vancomycin resistance protein
COG2723	BglB	25	22.545652	0.013742	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase
COG2738	COG2738	1	0.9823	0.000598	Predicted Zn-dependent protease
COG2739	COG2739	1	0.990476	0.000603	Uncharacterized protein conserved in bacteria
COG2740	COG2740	1	0.852631	0.000519	Predicted nucleic-acid-binding protein implicated in transcription termination
COG2755	TesA	2	1.569444	0.000956	Lysophospholipase L1 and related esterases
COG2759	MIS1	1	1	0.000609	Formyltetrahydrofolate synthetase
COG2768	COG2768	2	0.757062	0.000461	Uncharacterized Fe-S center protein
COG2801	Tra5	1	0.517241	0.000315	Transposase and inactivated derivatives
COG2804	PulE	2	0.5	0.000304	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB
COG2812	DnaX	2	1.345631	0.00082	DNA polymerase III, gamma/tau subunits
COG2813	RsmC	2	1.046666	0.000637	16S RNA G1207 methylase RsmC
COG2814	AraJ	4	2.535532	0.001545	Arabinose efflux permease
COG2815	COG2815	2	1.349834	0.000822	Uncharacterized protein conserved in bacteria
COG2818	Tag	1	0.978723	0.000596	3-methyladenine DNA glycosylase
COG2819	COG2819	3	1.935606	0.001179	Predicted hydrolase of the alpha/beta superfamily
COG2826	Tra8	4	1.531446	0.000933	Transposase and inactivated derivatives, IS30 family
COG2827	COG2827	1	0.789473	0.000481	Predicted endonuclease containing a URI domain
COG2832	COG2832	2	1.394957	0.00085	Uncharacterized protein conserved in bacteria
COG2834	LolA	1	0.791469	0.000482	Outer membrane lipoprotein-sorting protein
COG2840	COG2840	1	0.277173	0.000168	Uncharacterized protein conserved in bacteria
COG2843	PgsA	1	0.610215	0.000371	Putative enzyme of poly-gamma-glutamate biosynthesis (capsule formation)
COG2848	COG2848	1	0.991011	0.000604	Uncharacterized conserved protein
COG2855	COG2855	1	0.991017	0.000604	Predicted membrane protein
COG2865	COG2865	2	0.95289	0.00058	Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen
COG2868	COG2868	1	1	0.000609	Predicted ribosomal protein
COG2872	COG2872	1	0.987551	0.000601	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain
COG2873	MET17	1	0.995305	0.000606	O-acetylhomoserine sulfhydrylase
COG2878	COG2878	1	1	0.000609	Predicted NADH:ubiquinone oxidoreductase, subunit RnfB
COG2884	FtsE	1	0.995515	0.000606	Predicted ATPase involved in cell division
COG2890	HemK	1	0.971428	0.000592	Methylase of polypeptide chain release factors
COG2893	ManX	3	2.811188	0.001713	Phosphotransferase system, mannose/fructose-specific component IIA
COG2894	MinD	1	0.981617	0.000598	Septum formation inhibitor-activating ATPase
COG2896	MoaA	1	0.996894	0.000607	Molybdenum cofactor biosynthesis enzyme
COG2963	COG2963	1	0.793103	0.000483	Transposase and inactivated derivatives
COG2964	COG2964	2	1.922727	0.001171	Uncharacterized protein conserved in bacteria
COG2966	COG2966	1	0.944	0.000575	Uncharacterized conserved protein
COG2971	COG2971	1	0.950166	0.000579	Predicted N-acetylglucosamine kinase
COG3022	COG3022	1	0.996047	0.000607	Uncharacterized protein conserved in bacteria
COG3049	COG3049	1	0.878186	0.000535	Penicillin V acylase and related amidases
COG3064	TolA	1	0.382428	0.000233	Membrane protein involved in colicin uptake
COG3070	TfoX	1	0.652892	0.000397	Regulator of competence-specific genes
COG3077	RelB	1	0.613636	0.000374	DNA-damage-inducible protein J
COG3093	VapI	1	0.64423	0.000392	Plasmid maintenance system antidote protein
COG3105	COG3105	1	0.391304	0.000238	Uncharacterized protein conserved in bacteria
COG3118	COG3118	1	0.279605	0.00017	Thioredoxin domain-containing protein
COG3153	COG3153	1	0.678362	0.000413	Predicted acetyltransferase
COG3177	COG3177	1	0.741379	0.000451	Fic family protein
COG3183	COG3183	1	0.352941	0.000215	Predicted restriction endonuclease
COG3191	DmpA	1	0.910919	0.000555	L-aminopeptidase/D-esterase
COG3201	PnuC	1	0.878378	0.000535	Nicotinamide mononucleotide transporter
COG3221	PhnD	1	0.244147	0.000148	ABC-type phosphate/phosphonate transport system, periplasmic component
COG3238	COG3238	2	1.886666	0.001149	Uncharacterized protein conserved in bacteria
COG3250	LacZ	1	0.98391	0.000599	Beta-galactosidase/beta-glucuronidase
COG3270	COG3270	1	0.992125	0.000604	Uncharacterized conserved protein
COG3279	LytT	7	5.77459	0.003519	Response regulator of the LytR/AlgR family
COG3290	CitA	1	0.351955	0.000214	Signal transduction histidine kinase regulating citrate/malate metabolism
COG3307	RfaL	1	0.903301	0.00055	Lipid A core - O-antigen ligase and related enzymes
COG3309	VapD	2	1.708333	0.001041	Uncharacterized virulence-associated protein D
COG3328	COG3328	1	0.205804	0.000125	Transposase and inactivated derivatives
COG3331	PrfA	1	0.977401	0.000595	Penicillin-binding protein-related factor A, putative recombinase
COG3341	COG3341	1	0.666666	0.000406	Predicted double-stranded RNA/RNA-DNA hybrid binding protein
COG3343	RpoE	1	0.582857	0.000355	DNA-directed RNA polymerase, delta subunit
COG3344	COG3344	2	1.079268	0.000657	Retron-type reverse transcriptase
COG3345	GalA	1	0.994177	0.000605	Alpha-galactosidase
COG3382	COG3382	2	0.886462	0.00054	Solo B3/4 domain (OB-fold DNA/RNA-binding) of Phe-aaRS-beta
COG3394	COG3394	2	1.992217	0.001214	Uncharacterized protein conserved in bacteria
COG3409	COG3409	1	0.886486	0.00054	Putative peptidoglycan-binding domain-containing protein
COG3437	COG3437	2	1.45	0.000883	Response regulator containing a CheY-like receiver domain and an HD-GYP domain
COG3444	COG3444	3	2.955974	0.001801	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3451	VirB4	1	0.555276	0.000338	Type IV secretory pathway, VirB4 components
COG3464	COG3464	1	0.982587	0.000598	Transposase and inactivated derivatives
COG3467	COG3467	2	1.915662	0.001167	Predicted flavin-nucleotide-binding protein
COG3476	COG3476	1	0.869565	0.00053	Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3481	COG3481	2	1.22648	0.000747	Predicted HD-superfamily hydrolase
COG3505	VirD4	1	0.364093	0.000221	Type IV secretory pathway, VirD4 components
COG3512	COG3512	1	0.887931	0.000541	CRISPR-associated protein, Cas2 homolog
COG3513	COG3513	1	0.973345	0.000593	Predicted CRISPR-associated nuclease, contains McrA/HNH-nuclease and RuvC-like nuclease domain
COG3546	COG3546	1	0.707581	0.000431	Mn-containing catalase
COG3557	COG3557	1	0.960451	0.000585	Uncharacterized domain/protein associated with RNAses G and E
COG3580	COG3580	1	0.99715	0.000607	Uncharacterized protein conserved in bacteria
COG3581	COG3581	1	0.938095	0.000571	Uncharacterized protein conserved in bacteria
COG3583	COG3583	1	0.524271	0.000319	Uncharacterized protein conserved in bacteria
COG3584	COG3584	2	1.073394	0.000654	Uncharacterized protein conserved in bacteria
COG3587	COG3587	1	0.233502	0.000142	Restriction endonuclease
COG3589	COG3589	2	1.988888	0.001212	Uncharacterized conserved protein
COG3598	RepA	1	0.91791	0.000559	RecA-family ATPase
COG3599	DivIVA	2	1.146226	0.000698	Cell division initiation protein
COG3601	COG3601	2	1.967741	0.001199	Predicted membrane protein
COG3610	COG3610	1	0.903846	0.00055	Uncharacterized conserved protein
COG3611	DnaB	1	0.904076	0.000551	Replication initiation/membrane attachment protein
COG3619	COG3619	1	0.902654	0.00055	Predicted membrane protein
COG3634	AhpF	1	0.373076	0.000227	Alkyl hydroperoxide reductase, large subunit
COG3641	PfoR	1	0.859195	0.000523	Predicted membrane protein, putative toxin regulator
COG3646	COG3646	1	0.610778	0.000372	Uncharacterized phage-encoded protein
COG3655	COG3655	1	0.89041	0.000542	Predicted transcriptional regulator
