Accession	Name	No_orfs	Coverage	Abundance	Description
COG1015	DeoB	1	0.989924	0.000344	Phosphopentomutase
COG1018	Hmp	5	4.785714	0.001664	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
COG1020	EntF	1	0.640186	0.000222	Non-ribosomal peptide synthetase modules and related proteins
COG1022	FAA1	1	0.97553	0.000339	Long-chain acyl-CoA synthetases (AMP-forming)
COG1024	CaiD	7	6.498054	0.002259	Enoyl-CoA hydratase/carnithine racemase
COG1028	FabG	33	31.470119	0.010944	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
COG1034	NuoG	1	0.99567	0.000346	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)
COG1038	PycA	1	0.994778	0.000345	Pyruvate carboxylase
COG1040	ComFC	1	0.973333	0.000338	Predicted amidophosphoribosyltransferases
COG1042	COG1042	1	0.989966	0.000344	Acyl-CoA synthetase (NDP forming)
COG1043	LpxA	1	0.992307	0.000345	Acyl-[acyl carrier protein].
COG1044	LpxD	1	0.946745	0.000329	UDP-3-O-[3-hydroxymyristoyl].
COG1045	CysE	1	0.958762	0.000333	Serine acetyltransferase
COG1048	AcnA	1	1	0.000347	Aconitase A
COG1051	COG1051	2	1.668965	0.00058	ADP-ribose pyrophosphatase
COG1052	LdhA	3	2.969135	0.001032	Lactate dehydrogenase and related dehydrogenases
COG1053	SdhA	1	0.992882	0.000345	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit
COG1054	COG1054	1	0.762987	0.000265	Predicted sulfurtransferase
COG1057	NadD	1	0.979695	0.00034	Nicotinic acid mononucleotide adenylyltransferase
COG1058	CinA	1	0.956862	0.000332	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
COG1062	AdhC	1	1	0.000347	Zn-dependent alcohol dehydrogenases, class III
COG1063	Tdh	5	4.982857	0.001732	Threonine dehydrogenase and related Zn-dependent dehydrogenases
COG1066	Sms	1	0.958333	0.000333	Predicted ATP-dependent serine protease
COG1070	XylB	4	3.741035	0.001301	Sugar (pentulose and hexulose) kinases
COG1071	AcoA	2	1.893854	0.000658	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit
COG1072	CoaA	4	3.173144	0.001103	Panthothenate kinase
COG1073	COG1073	2	1.632107	0.000567	Hydrolases of the alpha/beta superfamily
COG1074	RecB	1	0.996488	0.000346	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)
COG1076	DjlA	1	1	0.000347	DnaJ-domain-containing proteins 1
COG1079	COG1079	3	2.980263	0.001036	Uncharacterized ABC-type transport system, permease component
COG1082	IolE	11	9.562043	0.003325	Sugar phosphate isomerases/epimerases
COG1086	COG1086	1	0.314625	0.000109	Predicted nucleoside-diphosphate sugar epimerases
COG1087	GalE	1	0.978723	0.00034	UDP-glucose 4-epimerase
COG1092	COG1092	1	0.788804	0.000274	Predicted SAM-dependent methyltransferases
COG1101	PhnK	1	1	0.000347	ABC-type uncharacterized transport system, ATPase component
COG1104	NifS	1	0.974093	0.000338	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes
COG1108	ZnuB	3	2.923357	0.001016	ABC-type Mn2+/Zn2+ transport systems, permease components
COG1109	{ManB	2	1.963362	0.000682	Phosphomannomutase
COG1115	AlsT	1	0.957964	0.000333	Na+/alanine symporter
COG1116	TauB	3	2.887096	0.001004	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
COG1117	PstB	1	1	0.000347	ABC-type phosphate transport system, ATPase component
COG1120	FepC	1	0.968992	0.000336	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components
COG1121	ZnuC	2	1.984251	0.00069	ABC-type Mn/Zn transport systems, ATPase component
COG1122	CbiO	1	0.974468	0.000338	ABC-type cobalt transport system, ATPase component
COG1123	COG1123	7	5.916512	0.002057	ATPase components of various ABC-type transport systems, contain duplicated ATPase
COG1124	DppF	1	0.54365	0.000189	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
COG1126	GlnQ	3	2.975	0.001034	ABC-type polar amino acid transport system, ATPase component
COG1127	Ttg2A	1	0.946768	0.000329	ABC-type transport system involved in resistance to organic solvents, ATPase component
COG1129	MglA	12	8.964	0.003117	ABC-type sugar transport system, ATPase component
COG1131	CcmA	1	0.982935	0.000341	ABC-type multidrug transport system, ATPase component
COG1132	MdlB	4	3.945326	0.001372	ABC-type multidrug transport system, ATPase and permease components
COG1136	SalX	4	3.951327	0.001374	ABC-type antimicrobial peptide transport system, ATPase component
COG1137	YhbG	1	0.995884	0.000346	ABC-type (unclassified) transport system, ATPase component
COG1138	CcmF	2	1.976851	0.000687	Cytochrome c biogenesis factor
COG1139	COG1139	1	0.984749	0.000342	Uncharacterized conserved protein containing a ferredoxin-like domain
COG1140	NarY	1	1	0.000347	Nitrate reductase beta subunit
COG1143	NuoI	1	0.936046	0.000325	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)
COG1146	COG1146	3	2.794117	0.000971	Ferredoxin
COG1154	Dxs	1	0.998405	0.000347	Deoxyxylulose-5-phosphate synthase
COG1157	FliI	1	0.965986	0.000335	Flagellar biosynthesis/type III secretory pathway ATPase
COG1158	Rho	1	0.99526	0.000346	Transcription termination factor
COG1159	Era	1	0.989932	0.000344	GTPase
COG1160	COG1160	1	0.997747	0.000346	Predicted GTPases
COG1164	COG1164	1	0.996655	0.000346	Oligoendopeptidase F
COG1166	SpeA	1	0.960122	0.000333	Arginine decarboxylase (spermidine biosynthesis)
COG1167	ARO8	7	6.701525	0.00233	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs
COG1168	MalY	1	0.987113	0.000343	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities
COG1171	IlvA	1	0.971181	0.000337	Threonine dehydratase
COG1172	AraH	13	12.607594	0.004384	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components
COG1173	DppC	9	8.608996	0.002993	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG1175	UgpA	22	20.779661	0.007226	ABC-type sugar transport systems, permease components
COG1176	PotB	3	2.609756	0.000907	ABC-type spermidine/putrescine transport system, permease component I
COG1177	PotC	6	5.816479	0.002022	ABC-type spermidine/putrescine transport system, permease component II
COG1178	ThiP	2	1.898148	0.00066	ABC-type Fe3+ transport system, permease component
COG1181	DdlA	1	1	0.000347	D-alanine-D-alanine ligase and related ATP-grasp enzymes
COG1183	PssA	1	1	0.000347	Phosphatidylserine synthase
COG1185	Pnp	1	0.997109	0.000346	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)
COG1186	PrfB	2	1.543933	0.000536	Protein chain release factor B
COG1187	RsuA	1	0.987903	0.000343	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases
COG1188	COG1188	1	0.95	0.00033	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)
COG1189	COG1189	1	0.979591	0.00034	Predicted rRNA methylase
COG1190	LysU	1	0.994023	0.000345	Lysyl-tRNA synthetase (class II)
COG1192	Soj	1	0.988416	0.000343	ATPases involved in chromosome partitioning
COG1194	MutY	1	0.961988	0.000334	A/G-specific DNA glycosylase
COG1195	RecF	1	0.997245	0.000346	Recombinational DNA repair ATPase (RecF pathway)
COG1196	Smc	9	2.668959	0.000928	Chromosome segregation ATPases
COG1197	Mfd	1	0.993854	0.000345	Transcription-repair coupling factor (superfamily II helicase)
COG1198	PriA	1	1	0.000347	Primosomal protein N' (replication factor Y) - superfamily II helicase
COG1200	RecG	1	0.980797	0.000341	RecG-like helicase
COG1201	Lhr	1	0.974201	0.000338	Lhr-like helicases
COG1206	Gid	1	0.995444	0.000346	NAD(FAD)-utilizing enzyme possibly involved in translation
COG1207	GlmU	1	0.997826	0.000347	N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)
COG1208	GCD1	2	1.346368	0.000468	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)
COG1210	GalU	1	0.993127	0.000345	UDP-glucose pyrophosphorylase
COG1211	IspD	1	0.986956	0.000343	4-diphosphocytidyl-2-methyl-D-erithritol synthase
COG1212	KdsB	1	0.854251	0.000297	CMP-2-keto-3-deoxyoctulosonic acid synthetase
COG1214	COG1214	1	0.995454	0.000346	Inactive homolog of metal-dependent proteases, putative molecular chaperone
COG1215	COG1215	2	1.685649	0.000586	Glycosyltransferases, probably involved in cell wall biogenesis
COG1216	COG1216	1	0.891803	0.00031	Predicted glycosyltransferases
COG1217	TypA	1	0.996683	0.000346	Predicted membrane GTPase involved in stress response
COG1218	CysQ	2	1.112318	0.000386	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase
COG1219	ClpX	1	1	0.000347	ATP-dependent protease Clp, ATPase subunit
COG1220	HslU	1	1	0.000347	ATP-dependent protease HslVU (ClpYQ), ATPase subunit
COG1225	Bcp	1	0.987261	0.000343	Peroxiredoxin
COG1226	Kch	2	1.627358	0.000565	Kef-type K+ transport systems, predicted NAD-binding component
COG1228	HutI	2	1.953201	0.000679	Imidazolonepropionase and related amidohydrolases
COG1230	CzcD	1	0.652027	0.000226	Co/Zn/Cd efflux system component
COG1231	COG1231	1	0.968888	0.000336	Monoamine oxidase
COG1235	PhnP	1	0.977695	0.00034	Metal-dependent hydrolases of the beta-lactamase superfamily I
COG1238	COG1238	1	1	0.000347	Predicted membrane protein
COG1240	ChlD	2	1.356321	0.000471	Mg-chelatase subunit ChlD
COG1246	ArgA	2	1.235294	0.000429	N-acetylglutamate synthase and related acetyltransferases
COG1247	COG1247	2	1.81065	0.000629	Sortase and related acyltransferases
COG1249	Lpd	7	6.00881	0.002089	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes
COG1250	FadB	2	1.814332	0.00063	3-hydroxyacyl-CoA dehydrogenase
COG1253	TlyC	1	0.643356	0.000223	Hemolysins and related proteins containing CBS domains
COG1256	FlgK	1	1	0.000347	Flagellar hook-associated protein
COG1261	FlgA	1	0.60909	0.000211	Flagellar basal body P-ring biosynthesis protein
COG1268	BioY	1	0.961956	0.000334	Uncharacterized conserved protein
COG1270	CbiB	1	0.971875	0.000337	Cobalamin biosynthesis protein CobD/CbiB
COG1271	CydA	1	0.971553	0.000337	Cytochrome bd-type quinol oxidase, subunit 1
COG1277	NosY	1	0.985611	0.000342	ABC-type transport system involved in multi-copper enzyme maturation, permease component
COG1278	CspC	5	4.895522	0.001702	Cold shock proteins
COG1279	COG1279	1	0.995049	0.000346	Lysine efflux permease
COG1280	RhtB	11	10.822115	0.003763	Putative threonine efflux protein
COG1281	COG1281	1	0.986013	0.000342	Disulfide bond chaperones of the HSP33 family
COG1282	PntB	1	1	0.000347	NAD/NADP transhydrogenase beta subunit
COG1283	NptA	2	1.095684	0.000381	Na+/phosphate symporter
COG1286	CvpA	1	0.928571	0.000322	Uncharacterized membrane protein, required for colicin V production
COG1290	QcrB	1	0.973753	0.000338	Cytochrome b subunit of the bc complex
COG1291	MotA	1	0.947368	0.000329	Flagellar motor component
COG1292	BetT	2	1.836126	0.000638	Choline-glycine betaine transporter
COG1294	AppB	1	0.991329	0.000344	Cytochrome bd-type quinol oxidase, subunit 2
COG1296	AzlC	2	1.7521	0.000609	Predicted branched-chain amino acid permease (azaleucine resistance)
COG1298	FlhA	1	0.972701	0.000338	Flagellar biosynthesis pathway, component FlhA
COG1309	AcrR	19	17.159203	0.005967	Transcriptional regulator
COG1312	UxuA	1	0.98895	0.000343	D-mannonate dehydratase
COG1314	SecG	1	0.895348	0.000311	Preprotein translocase subunit SecG
COG1319	CoxM	2	1.950704	0.000678	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs
COG1320	MnhG	1	0.938053	0.000326	Multisubunit Na+/H+ antiporter, MnhG subunit
COG1322	COG1322	1	0.787946	0.000274	Predicted nuclease of restriction endonuclease-like fold, RmuC family
COG1327	COG1327	1	0.987179	0.000343	Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains
COG1329	COG1329	1	0.993975	0.000345	Transcriptional regulators, similar to M. xanthus CarD
COG1335	PncA	1	0.878048	0.000305	Amidases related to nicotinamidase
COG1338	FliP	1	0.979838	0.00034	Flagellar biosynthesis pathway, component FliP
COG1344	FlgL	1	0.988888	0.000343	Flagellin and related hook-associated proteins
COG1349	GlpR	3	2.810276	0.000977	Transcriptional regulators of sugar metabolism
COG1352	CheR	1	0.996268	0.000346	Methylase of chemotaxis methyl-accepting proteins
COG1354	scpA	1	0.943548	0.000328	Rec8/ScpA/Scc1-like protein (kleisin family)
COG1359	COG1359	5	4.06	0.001411	Uncharacterized conserved protein
COG1360	MotB	3	1.946721	0.000677	Flagellar motor protein
COG1364	ArgJ	1	1	0.000347	N-acetylglutamate synthase (N-acetylornithine aminotransferase)
COG1366	SpoIIAA	1	0.760683	0.000264	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1376	ErfK	6	3.987068	0.001386	Uncharacterized protein conserved in bacteria
COG1377	FlhB	1	0.964187	0.000335	Flagellar biosynthesis pathway, component FlhB
COG1381	RecO	1	0.964143	0.000335	Recombinational DNA repair protein (RecF pathway)
COG1385	COG1385	1	0.768292	0.000267	Uncharacterized protein conserved in bacteria
COG1386	scpB	1	0.97826	0.00034	Chromosome segregation and condensation protein B
COG1388	LytE	2	1.951612	0.000678	FOG: LysM repeat
COG1391	GlnE	1	0.991692	0.000344	Glutamine synthetase adenylyltransferase
COG1393	ArsC	1	0.982905	0.000341	Arsenate reductase and related proteins, glutaredoxin family
COG1396	HipB	9	6.65	0.002312	Predicted transcriptional regulators
COG1397	DraG	1	0.442675	0.000153	ADP-ribosylglycohydrolase
COG1402	COG1402	1	0.924	0.000321	Uncharacterized protein, putative amidase
COG1403	McrA	1	1	0.000347	Restriction endonuclease
COG1404	AprE	1	0.444881	0.000154	Subtilisin-like serine proteases
COG1407	COG1407	1	0.93617	0.000325	Predicted ICC-like phosphoesterases
COG1409	Icc	3	2.076411	0.000722	Predicted phosphohydrolases
COG1410	MetH	1	0.349168	0.000121	Methionine synthase I, cobalamin-binding domain
COG1414	IclR	5	4.963414	0.001726	Transcriptional regulator
COG1420	HrcA	1	0.988439	0.000343	Transcriptional regulator of heat shock gene
COG1429	CobN	1	0.897694	0.000312	Cobalamin biosynthesis protein CobN and related Mg-chelatases
COG1430	COG1430	1	0.873015	0.000303	Uncharacterized conserved protein
COG1434	COG1434	3	2.336322	0.000812	Uncharacterized conserved protein
COG1435	Tdk	1	0.985074	0.000342	Thymidine kinase
COG1448	TyrB	1	0.964646	0.000335	Aspartate/tyrosine/aromatic aminotransferase
COG1451	COG1451	1	1	0.000347	Predicted metal-dependent hydrolase
COG1452	Imp	1	0.964285	0.000335	Organic solvent tolerance protein OstA
COG1454	EutG	1	0.986737	0.000343	Alcohol dehydrogenase, class IV
COG1463	Ttg2C	1	0.844011	0.000293	ABC-type transport system involved in resistance to organic solvents, periplasmic component
COG1466	HolA	1	1	0.000347	DNA polymerase III, delta subunit
COG1472	BglX	1	0.730478	0.000254	Beta-glucosidase-related glycosidases
COG1473	AbgB	3	2.908163	0.001011	Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1475	Spo0J	2	1.620833	0.000563	Stage 0 sporulation protein J (antagonist of Soj) containing ParB-like nuclease domain
COG1476	COG1476	3	2.323529	0.000808	Predicted transcriptional regulators
COG1477	ApbE	2	1.910979	0.000664	Membrane-associated lipoprotein involved in thiamine biosynthesis
COG1485	COG1485	1	0.983651	0.000342	Predicted ATPase
COG1488	PncB	1	0.94074	0.000327	Nicotinic acid phosphoribosyltransferase
COG1489	SfsA	1	0.982978	0.000341	DNA-binding protein, stimulates sugar fermentation
COG1492	CobQ	1	0.997942	0.000347	Cobyric acid synthase
COG1494	GlpX	1	0.972891	0.000338	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related proteins
COG1495	DsbB	1	0.87647	0.000304	Disulfide bond formation protein DsbB
COG1496	yfiH	1	0.939759	0.000326	Multicopper polyphenol oxidase (laccase)
COG1508	RpoN	1	1	0.000347	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog
COG1509	KamA	1	0.728997	0.000253	Lysine 2,3-aminomutase
COG1511	COG1511	1	0.542307	0.000188	Predicted membrane protein
COG1514	LigT	1	0.983333	0.000341	2'-5' RNA ligase
COG1519	KdtA	1	1	0.000347	3-deoxy-D-manno-octulosonic-acid transferase
COG1522	Lrp	13	11.253246	0.003913	Transcriptional regulators
COG1525	COG1525	2	1.302083	0.000452	Micrococcal nuclease (thermonuclease) homologs
COG1526	FdhD	1	0.928571	0.000322	Uncharacterized protein required for formate dehydrogenase activity
COG1529	CoxL	2	1.991792	0.000692	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs
COG1530	CafA	2	0.991786	0.000344	Ribonucleases G and E
COG1533	SplB	1	0.959595	0.000333	DNA repair photolyase
COG1536	FliG	1	0.961651	0.000334	Flagellar motor switch protein
COG1538	TolC	4	3.599562	0.001251	Outer membrane protein
COG1539	FolB	1	0.966942	0.000336	Dihydroneopterin aldolase
COG1540	COG1540	1	0.996031	0.000346	Uncharacterized proteins, homologs of lactam utilization protein B
COG1541	PaaK	3	2.883561	0.001002	Coenzyme F390 synthetase
COG1544	COG1544	1	1	0.000347	Ribosome-associated protein Y (PSrp-1)
COG1546	CinA	1	0.925925	0.000322	Uncharacterized protein (competence- and mitomycin-induced)
COG1556	COG1556	1	0.848623	0.000295	Uncharacterized conserved protein
COG1558	FlgC	1	1	0.000347	Flagellar basal body rod protein
COG1559	COG1559	1	0.988304	0.000343	Aminodeoxychorismate lyase
COG1560	HtrB	1	0.931818	0.000324	Lauroyl/myristoyl acyltransferase
COG1561	COG1561	1	0.996551	0.000346	Uncharacterized stress-induced protein
COG1562	ERG9	1	0.923611	0.000321	Phytoene/squalene synthetase
COG1564	THI80	1	0.995283	0.000346	Thiamine pyrophosphokinase
COG1565	COG1565	1	0.983783	0.000342	Uncharacterized conserved protein
COG1566	EmrA	5	3.832386	0.001332	Multidrug resistance efflux pump
COG1570	XseA	1	1	0.000347	Exonuclease VII, large subunit
COG1573	COG1573	3	2.90099	0.001008	Uracil-DNA glycosylase
COG1576	COG1576	1	1	0.000347	Uncharacterized conserved protein
COG1580	FliL	1	0.987421	0.000343	Flagellar basal body-associated protein
COG1585	COG1585	1	0.978571	0.00034	Membrane protein implicated in regulation of membrane protease activity
COG1587	HemD	1	0.951612	0.00033	Uroporphyrinogen-III synthase
COG1589	FtsQ	1	0.94052	0.000327	Cell division septal protein
COG1593	DctQ	12	11.857519	0.004123	TRAP-type C4-dicarboxylate transport system, large permease component
COG1595	RpoE	3	2.813186	0.000978	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog
COG1596	Wza	1	0.732217	0.000254	Periplasmic protein involved in polysaccharide export, contains    SLBB domain of b-grasp fold
COG1600	COG1600	2	1.275964	0.000443	Uncharacterized Fe-S protein
COG1605	PheA	1	0.960396	0.000334	Chorismate mutase
COG1607	COG1607	1	0.821656	0.000285	Acyl-CoA hydrolase
COG1609	PurR	15	14.714714	0.005117	Transcriptional regulators
COG1611	COG1611	1	0.946341	0.000329	Predicted Rossmann fold nucleotide-binding protein
COG1612	CtaA	1	0.996904	0.000346	Uncharacterized protein required for cytochrome oxidase assembly
COG1621	SacC	2	1.444444	0.000502	Beta-fructosidases (levanase/invertase)
COG1622	CyoA	1	0.959514	0.000333	Heme/copper-type cytochrome/quinol oxidases, subunit 2
COG1638	DctP	12	11.698795	0.004068	TRAP-type C4-dicarboxylate transport system, periplasmic component
COG1643	HrpA	1	0.944378	0.000328	HrpA-like helicases
COG1648	CysG	1	0.971428	0.000337	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)
COG1651	DsbG	2	1.967213	0.000684	Protein-disulfide isomerase
COG1652	XkdP	2	1.148698	0.000399	Uncharacterized protein containing LysM domain
COG1653	UgpB	21	19.935334	0.006932	ABC-type sugar transport system, periplasmic component
COG1663	LpxK	1	0.991071	0.000344	Tetraacyldisaccharide-1-P 4'-kinase
COG1670	RimL	9	7.930481	0.002758	Acetyltransferases, including N-acetylases of ribosomal proteins
COG1671	COG1671	1	0.986666	0.000343	Uncharacterized protein conserved in bacteria
COG1674	FtsK	1	0.9662	0.000336	DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1677	FliE	1	0.723809	0.000251	Flagellar hook-basal body protein
COG1678	COG1678	1	0.948453	0.000329	Putative transcriptional regulator
COG1680	AmpC	4	3.635897	0.001264	Beta-lactamase class C and other penicillin binding proteins
COG1684	FliR	1	0.937984	0.000326	Flagellar biosynthesis pathway, component FliR
COG1686	DacC	3	2.547557	0.000885	D-alanyl-D-alanine carboxypeptidase
COG1692	COG1692	1	1	0.000347	Calcineurin-like phosphoesterase
COG1695	COG1695	2	1.536231	0.000534	Predicted transcriptional regulators
COG1702	PhoH	1	0.913793	0.000317	Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1706	FlgI	1	1	0.000347	Flagellar basal-body P-ring protein
COG1714	COG1714	1	0.843023	0.000293	Predicted membrane protein/domain
COG1721	COG1721	1	0.661057	0.000229	Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)
COG1722	XseB	1	0.790123	0.000274	Exonuclease VII small subunit
COG1729	COG1729	1	0.980916	0.000341	Uncharacterized protein conserved in bacteria
COG1733	COG1733	4	2.791666	0.00097	Predicted transcriptional regulators
COG1734	DksA	3	2.275	0.000791	DnaK suppressor protein
COG1737	RpiR	3	2.91459	0.001013	Transcriptional regulators
COG1738	yhhQ	1	0.832618	0.000289	Uncharacterized member of the PurR regulon
COG1739	COG1739	1	0.517241	0.000179	Uncharacterized conserved protein
COG1741	COG1741	2	1.97826	0.000687	Pirin-related protein
COG1744	Med	3	2.814492	0.000978	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein
COG1748	LYS9	3	2.640102	0.000918	Saccharopine dehydrogenase and related proteins
COG1749	FlgE	1	0.995271	0.000346	Flagellar hook protein FlgE
COG1752	RssA	2	1.846405	0.000642	Predicted esterase of the alpha-beta hydrolase superfamily
COG1754	COG1754	1	0.845637	0.000294	Uncharacterized C-terminal domain of topoisomerase IA
COG1758	RpoZ	1	1	0.000347	DNA-directed RNA polymerase, subunit K/omega
COG1760	SdaA	1	1	0.000347	L-serine deaminase
COG1762	PtsN	1	0.993421	0.000345	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1763	MobB	1	0.465838	0.000162	Molybdopterin-guanine dinucleotide biosynthesis protein
COG1765	COG1765	2	1.875912	0.000652	Predicted redox protein, regulator of disulfide bond formation
COG1766	fliF	1	0.990825	0.000344	Flagellar basal body M-ring protein
COG1770	PtrB	1	0.991202	0.000344	Protease II
COG1788	AtoD	1	0.981818	0.000341	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit
COG1794	RacX	2	1.97826	0.000687	Aspartate racemase
COG1797	CobB	1	0.955654	0.000332	Cobyrinic acid a,c-diamide synthase
COG1802	GntR	6	5.043478	0.001753	Transcriptional regulators
COG1803	MgsA	1	0.84507	0.000293	Methylglyoxal synthase
COG1804	CaiB	2	1.376262	0.000478	Predicted acyl-CoA transferases/carnitine dehydratase
COG1807	ArnT	1	0.654205	0.000227	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
COG1814	COG1814	1	0.925764	0.000321	Uncharacterized membrane protein
COG1815	FlgB	1	0.984962	0.000342	Flagellar basal body protein
COG1816	Add	1	0.950724	0.00033	Adenosine deaminase
COG1820	NagA	2	1.878947	0.000653	N-acetylglucosamine-6-phosphate deacetylase
COG1825	RplY	1	0.967741	0.000336	Ribosomal protein L25 (general stress protein Ctc)
COG1826	TatA	2	1.670212	0.00058	Sec-independent protein secretion pathway components
COG1828	PurS	1	0.939759	0.000326	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component
COG1835	COG1835	1	0.922279	0.00032	Predicted acyltransferases
COG1840	AfuA	4	3.966555	0.001379	ABC-type Fe3+ transport system, periplasmic component
COG1841	RpmD	1	1	0.000347	Ribosomal protein L30/L7E
COG1843	FlgD	1	0.513513	0.000178	Flagellar hook capping protein
COG1845	CyoC	1	0.956937	0.000332	Heme/copper-type cytochrome/quinol oxidase, subunit 3
COG1846	MarR	20	16.47619	0.005729	Transcriptional regulators
COG1850	RbcL	1	0.869463	0.000302	Ribulose 1,5-bisphosphate carboxylase, large subunit
COG1853	COG1853	2	1.732954	0.000602	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family
COG1858	MauG	2	1.686813	0.000586	Cytochrome c peroxidase
COG1862	YajC	1	0.98969	0.000344	Preprotein translocase subunit YajC
COG1863	MnhE	1	0.968354	0.000336	Multisubunit Na+/H+ antiporter, MnhE subunit
COG1866	PckA	1	0.984877	0.000342	Phosphoenolpyruvate carboxykinase (ATP)
COG1868	FliM	1	0.665662	0.000231	Flagellar motor switch protein
COG1871	CheD	1	0.969512	0.000337	Chemotaxis protein; stimulates methylation of MCP proteins
COG1872	COG1872	1	0.745098	0.000259	Uncharacterized conserved protein
COG1874	LacA	2	0.875185	0.000304	Beta-galactosidase
COG1879	RbsB	11	10.273291	0.003572	ABC-type sugar transport system, periplasmic component
COG1884	Sbm	1	0.998175	0.000347	Methylmalonyl-CoA mutase, N-terminal domain/subunit
COG1886	FliN	1	0.617647	0.000214	Flagellar motor switch/type III secretory pathway protein
COG1894	NuoF	2	1.98349	0.000689	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit
COG1896	COG1896	2	1.953367	0.000679	Predicted hydrolases of HD superfamily
COG1898	RfbC	1	0.982658	0.000341	dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes
COG1902	NemA	2	1.038567	0.000361	NADH:flavin oxidoreductases, Old Yellow Enzyme family
COG1903	CbiD	1	0.899182	0.000312	Cobalamin biosynthesis protein CbiD
COG1904	UxaC	1	0.99568	0.000346	Glucuronate isomerase
COG1905	NuoE	2	1.94375	0.000675	NADH:ubiquinone oxidoreductase 24 kD subunit
COG1917	COG1917	5	3.381679	0.001176	Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG1922	WecG	1	0.980237	0.00034	Teichoic acid biosynthesis proteins
COG1923	Hfq	1	0.974025	0.000338	Uncharacterized host factor I protein
COG1925	FruB	1	0.988636	0.000343	Phosphotransferase system, HPr-related proteins
COG1932	SerC	1	0.99726	0.000346	Phosphoserine aminotransferase
COG1934	COG1934	1	0.947976	0.000329	Uncharacterized protein conserved in bacteria
COG1940	NagC	10	9.480891	0.003297	Transcriptional regulator/sugar kinase
COG1942	COG1942	1	0.942028	0.000327	Uncharacterized protein, 4-oxalocrotonate tautomerase homolog
COG1946	TesB	1	0.968858	0.000336	Acyl-CoA thioesterase
COG1947	IspE	1	0.955017	0.000332	4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase
COG1952	SecB	1	0.923566	0.000321	Preprotein translocase subunit SecB
COG1957	URH1	2	1.993569	0.000693	Inosine-uridine nucleoside N-ribohydrolase
COG1959	COG1959	5	4.513333	0.001569	Predicted transcriptional regulator
COG1960	CaiA	4	3.842239	0.001336	Acyl-CoA dehydrogenases
COG1961	PinR	2	1.878378	0.000653	Site-specific recombinases, DNA invertase Pin homologs
COG1968	BacA	1	0.922222	0.00032	Undecaprenyl pyrophosphate phosphatase
